ìXï‹ñº,îÑè„ì˙,ê≈çûîÑè„ã‡äz,ê≈î≤îÑè„ã‡äz,è¡îÔê≈8%,è¡îÔê≈10%,ëeóòã‡äz,ëeóòó¶,îÉè„ì_êî,àÍì_íPâø,ï‘ïiã‡äz,ï‘ïiì_êî,ó›åvîÑè„ã‡äz,ó›åvëeóòã‡äz
"ç≤ÅXìX","2022/11/14","135,572","123,255","0","12,317","50,457","40.94","338","364.66","12,691","2","4,424,208","1,269,250"
"ç≤ÅXìX","2022/11/15","247,918","225,389","0","22,530","67,334","29.87","308","731.78","0","0","4,672,126","1,336,584"
"ç≤ÅXìX","2022/11/16","0","0","0","0","0","0.00","0","0.00","0","0","4,672,126","1,336,584"
"ç≤ê¢ï€ñ{ìX","2022/11/01","583,063","530,067","0","52,997","154,301","29.11","74","7,163.07","141,502","5","5,255,189","1,490,885"
"ç≤ê¢ï€ñ{ìX","2022/11/02","68,572","62,340","0","6,232","15,010","24.08","22","2,833.64","9,073","1","5,323,761","1,505,895"
"ç≤ê¢ï€ñ{ìX","2022/11/03","495,390","450,361","0","45,030","133,654","29.68","106","4,248.69","91,910","2","5,819,151","1,639,549"
"ç≤ê¢ï€ñ{ìX","2022/11/04","339,469","308,614","0","30,855","84,711","27.45","75","4,114.85","0","0","6,158,620","1,724,260"
"ç≤ê¢ï€ñ{ìX","2022/11/05","491,616","446,928","0","44,688","113,151","25.32","210","2,128.23","135,282","6","6,650,236","1,837,411"
"ç≤ê¢ï€ñ{ìX","2022/11/06","462,104","420,100","0","42,004","121,611","28.95","57","7,370.18","240,910","4","7,112,340","1,959,022"
"ç≤ê¢ï€ñ{ìX","2022/11/07","328,922","299,484","0","29,438","85,937","28.70","203","1,475.29","0","0","7,441,262","2,044,959"
"ç≤ê¢ï€ñ{ìX","2022/11/08","326,175","296,531","0","29,644","96,312","32.48","60","4,942.18","48,346","3","7,767,437","2,141,271"
"ç≤ê¢ï€ñ{ìX","2022/11/09","367,167","333,794","0","33,373","121,057","36.27","225","1,483.53","0","0","8,134,604","2,262,328"
"ç≤ê¢ï€ñ{ìX","2022/11/10","171,606","156,010","0","15,596","44,117","28.28","61","2,557.54","94,328","2","8,306,210","2,306,445"
"ç≤ê¢ï€ñ{ìX","2022/11/11","311,450","283,139","0","28,311","75,106","26.53","228","1,241.84","0","0","8,617,660","2,381,551"
"ç≤ê¢ï€ñ{ìX","2022/11/12","85,830","78,031","0","7,799","28,958","37.11","53","1,472.28","59,792","3","8,703,490","2,410,509"
"ç≤ê¢ï€ñ{ìX","2022/11/13","268,475","244,072","0","24,403","92,471","37.89","401","608.66","13,455","1","8,971,965","2,502,980"
"ç≤ê¢ï€ñ{ìX","2022/11/14","118,780","107,988","0","10,792","40,316","37.33","65","1,661.35","27,255","2","9,090,745","2,543,296"
"ç≤ê¢ï€ñ{ìX","2022/11/15","180,456","164,055","0","16,401","67,527","41.16","80","2,050.69","225,529","4","9,271,201","2,610,823"
"ç≤ê¢ï€ñ{ìX","2022/11/16","0","0","0","0","0","0.00","0","0.00","0","0","9,271,201","2,610,823"
"ëÂìÉìX","2022/11/01","433,806","394,375","0","39,431","134,739","34.17","120","3,286.46","22,528","2","9,705,007","2,745,562"
"ëÂìÉìX","2022/11/02","902,940","820,860","0","82,080","259,826","31.65","27","30,402.22","0","0","10,607,947","3,005,388"
"ëÂìÉìX","2022/11/03","907,080","824,624","0","82,456","237,940","28.85","42","19,633.90","0","0","11,515,027","3,243,328"
"ëÂìÉìX","2022/11/04","414,606","376,918","0","37,688","124,600","33.06","19","19,837.79","0","0","11,929,633","3,367,928"
"ëÂìÉìX","2022/11/05","558,571","507,797","0","50,774","183,091","36.06","26","19,530.65","715,623","16","12,488,204","3,551,019"
"ëÂìÉìX","2022/11/06","811,140","737,407","0","73,733","259,723","35.22","50","14,748.14","107,949","9","13,299,344","3,810,742"
"ëÂìÉìX","2022/11/07","373,170","339,249","0","33,921","129,490","38.17","57","5,951.74","272,019","3","13,672,514","3,940,232"
"ëÂìÉìX","2022/11/08","265,610","241,468","0","24,142","174,771","72.38","118","2,046.34","478,391","12","13,938,124","4,115,003"
"ëÂìÉìX","2022/11/09","219,763","199,788","0","19,975","79,713","39.90","63","3,171.24","0","0","14,157,887","4,194,716"
"ëÂìÉìX","2022/11/10","639,416","581,292","0","58,124","196,556","33.81","53","10,967.77","0","0","14,797,303","4,391,272"
"ëÂìÉìX","2022/11/11","159,370","144,884","0","14,486","55,309","38.17","21","6,899.24","0","0","14,956,673","4,446,581"
"ëÂìÉìX","2022/11/12","693,632","630,578","0","63,054","219,740","34.85","38","16,594.16","67,857","5","15,650,305","4,666,321"
"ëÂìÉìX","2022/11/13","562,971","515,417","0","47,554","197,514","38.32","69","7,469.81","14,364","1","16,213,276","4,863,835"
"ëÂìÉìX","2022/11/14","366,170","332,885","0","33,285","98,688","29.65","34","9,790.74","194,937","3","16,579,446","4,962,523"
"ëÂìÉìX","2022/11/15","128,050","116,412","0","11,638","52,653","45.23","23","5,061.39","0","0","16,707,496","5,015,176"
"ëÂìÉìX","2022/11/16","0","0","0","0","0","0.00","0","0.00","0","0","16,707,496","5,015,176"